사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Dec-19,경인선,1810,제물포,775,8,7066,2326,14244,6680,39369,14299,37887,37141,22824,19232,18594,12453,18397,11396,21271,13413,20812,15110,18927,14243,23136,15368,27234,19166,27750,24083,27919,30395,12879,28510,9675,20397,7634,18614,5214,18143,2447,14796,129,5435,1,0,0,0,0,0
Dec-19,경인선,1811,동인천,1718,13,8696,1641,17385,11089,46582,23796,39028,39839,26567,24982,24678,24019,27607,26707,30918,27807,30841,29274,30669,28074,37626,27763,38523,31406,46340,34550,51827,40582,26539,39148,18026,26215,14524,21372,9862,21875,3567,17132,31,6235,2,2,0,0,0,0
Dec-19,경인선,1812,인천,291,3,1339,631,3133,3218,5907,5781,5703,8931,3860,6067,4387,7460,5875,10802,7759,10868,9013,9928,11530,8776,12757,7536,14155,6012,15470,4959,14139,4429,7165,2839,5381,2392,4037,1835,2003,1649,661,1370,8,1398,1,20,0,0,0,0
Dec-19,경인선,1813,구일,354,11,4204,1401,9559,3298,29469,8443,27580,18290,15580,11412,12449,8263,11141,7790,11837,10190,11388,12779,10499,13320,11850,15125,15198,17925,15774,21110,15907,30579,9554,24087,9406,14765,13026,13962,11171,12938,2645,9124,73,1349,0,0,0,0,0,0
Dec-19,경인선,1814,소사,995,35,16337,2673,17334,7934,39239,9102,38326,18583,26538,13496,21518,13988,19598,14846,20842,17178,19645,17088,18487,16210,19586,18505,21373,21831,20843,26838,18579,32176,10923,30683,8411,20224,6859,19316,5488,19787,2590,13605,185,4125,0,0,0,0,0,0
Dec-19,경인선,1815,부개,1558,24,9667,2349,16535,4509,42507,5966,39183,13940,24164,8038,18135,7341,16385,8325,17203,10573,15586,11629,13301,12787,12578,15483,14484,20522,15460,23166,14822,32533,8437,28368,6307,19846,5474,18479,3963,17680,1928,11571,287,3938,0,0,0,0,0,0
Dec-19,경인선,1816,간석,377,25,5409,1164,12157,2607,26713,4062,25588,9925,14941,6710,12000,5894,11184,6726,11652,8527,11388,8456,9660,8708,9778,10680,10610,13689,11529,17216,11146,21736,6782,20936,5610,13819,5038,11747,3604,12021,2119,8384,210,3434,0,0,0,0,0,0
Dec-19,경인선,1817,도원,633,12,2319,943,3516,2423,7832,6244,7670,30408,5817,5562,5469,5416,6156,4974,9713,5092,8693,5454,6134,5481,8919,6346,14923,7347,11221,7555,9556,7332,4678,6106,3066,4599,2785,4101,1319,3875,488,3060,49,1877,0,0,0,0,0,0
Dec-19,경인선,1821,온수(성공회대입구),130,2,5304,1365,8675,4873,23863,11126,25767,17637,16806,10713,13554,8233,14340,7980,16055,8953,15409,9658,13352,9730,13502,11649,16137,14135,16101,16383,13974,24525,7560,22650,6170,14568,6143,14263,4473,13530,2812,9440,258,1851,0,0,0,0,0,0
Dec-19,경인선,1822,중동,533,5,10015,1882,16774,4889,45609,6415,37790,16156,22853,11461,17720,8745,16694,9945,18370,11575,17416,12258,14514,12897,14186,15305,16189,18722,16382,23945,16105,32755,8934,30911,7207,19310,6032,18075,4454,17488,2010,13661,260,3634,0,0,0,0,0,0
Dec-19,경인선,1823,도화,177,0,3736,1622,6460,3551,15818,3753,16437,8820,9580,3714,7458,4434,7190,4081,7654,5209,7197,5656,6146,6048,6495,6911,8309,7962,9094,9143,7791,10402,4058,9783,2932,7002,2132,6429,1538,5863,879,4911,29,2273,0,0,0,0,0,0
Dec-19,경원선,1008,이촌(국립중앙박물관),66,1,1291,649,3545,2216,8225,4717,11115,8911,9018,6126,7722,4490,7765,4217,7930,4194,8339,5347,7258,5290,8262,6265,9739,6731,11564,7500,11500,9069,6066,7390,5102,5334,4679,4929,3458,5449,1067,3581,92,1055,0,0,0,0,0,0
Dec-19,경원선,1009,서빙고,40,0,695,606,1985,2696,3218,4463,4099,8369,3697,3691,3615,3615,3262,2884,3224,2370,4594,3662,3527,2545,4631,3686,4763,4050,6519,4039,7195,4540,2825,3730,3151,2488,2030,1992,1876,2091,448,1434,24,482,0,0,0,0,0,0
Dec-19,경원선,1010,한남,104,0,2147,607,2845,5281,5444,9826,6861,15119,6082,14421,5528,7254,6478,6523,7526,5945,6702,6806,7380,5728,8964,6350,11636,7520,14705,9177,16609,9978,8376,7601,6317,4430,5867,4111,5314,3522,2779,2372,130,935,0,0,0,0,0,0
Dec-19,경원선,1011,옥수,0,0,0,3,14,66,24,21,83,271,26,50,19,135,15,173,19,82,20,32,29,10,43,10,422,19,512,32,35,29,370,29,18,15,30,9,21,29,21,1,1,0,0,0,0,0,0,0
Dec-19,경원선,1012,응봉,113,0,1021,307,2638,1037,7034,1760,8748,2566,5489,1388,3784,1330,3439,1367,3157,1745,2866,2304,2502,2531,2765,3196,3261,3920,3288,4345,3056,5319,1670,5326,1207,2927,960,2879,637,2513,296,2121,32,597,0,0,0,0,0,0
Dec-19,경원선,1013,왕십리(성동구청),757,4,5334,895,8445,5505,25474,11402,45532,25022,28550,22339,18314,21125,18835,25228,23108,28938,26307,31231,28495,31366,31476,34897,37010,40691,40076,50523,39069,79476,30548,60164,30476,35430,35989,29235,35912,27964,18415,16525,1938,6569,0,1,0,0,0,0
Dec-19,경원선,1014,청량리(서울시립대입구),1059,29,6817,1287,7671,10733,28120,14161,34012,23482,31113,35393,32957,30453,27707,40768,33886,38876,38096,38470,39640,39343,46105,43138,43142,43619,44131,43477,37298,53881,31386,42581,35910,25145,17026,22226,14029,19785,4895,11744,365,5089,6,38,0,0,0,0
Dec-19,경원선,1016,외대앞,437,7,5945,1650,8960,4408,21471,6380,28047,23280,19187,15265,15322,17813,16541,16531,17893,16631,19559,13879,20492,17523,21146,15661,24479,19151,27050,22778,20953,28159,13724,24303,12853,16927,13323,16463,10607,16550,5928,13842,351,4197,0,157,0,0,0,0
Dec-19,경원선,1017,신이문,1256,3,8547,1595,15074,2832,40474,4541,47496,9746,26830,5940,19458,6543,16601,7266,15857,9117,15781,10760,12810,12408,12459,15156,12257,19337,12732,23323,12089,33022,7466,28310,4935,18774,3813,17003,2808,18116,1293,11906,107,3236,1,90,0,0,0,0
Dec-19,경원선,1018,석계,1283,10,6732,2255,13380,4858,27910,6294,35291,11328,24987,9419,19988,9073,19384,10882,19402,13546,18425,14084,16675,16758,16759,20074,16826,25192,17493,32343,15479,43359,11052,36513,8567,24415,8090,22471,7069,22853,3740,14013,313,3855,4,165,0,0,0,0
Dec-19,경원선,1019,광운대,1828,11,6118,1867,13637,3298,37063,6672,34327,15835,20166,12683,15387,11028,14755,11899,15956,12110,15751,13804,15185,14738,15109,14243,17929,17541,17900,19740,14568,27519,8992,24669,7583,16482,7648,14649,5882,15510,3141,12738,371,7174,2,352,0,0,0,0
Dec-19,경원선,1020,월계,950,18,5378,1621,8350,2607,20910,8123,23096,11626,16389,12292,14119,9599,12716,7643,13233,9602,13240,11209,12477,10567,13569,11657,16305,13689,15145,15207,11591,20076,7440,17831,5658,11351,5189,9939,3982,10147,1613,7216,177,1953,0,0,0,0,0,0
Dec-19,경원선,1021,녹천,1140,6,4358,851,8023,1522,21839,3794,21202,5548,14029,3507,10543,4260,8932,3768,9927,4787,8081,4992,7063,5899,6597,7239,8101,9516,7114,10219,6072,14757,4014,13303,2522,9148,2413,8067,1471,7937,644,6470,78,1912,0,0,0,0,0,0
Dec-19,경원선,1022,창동,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2,0,1,0,1,0,2,0,0,0,3,0,4,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec-19,경원선,1901,방학,318,6,11265,1493,14805,5595,33089,8142,33998,21395,23960,12934,19208,12553,18696,11816,20478,13521,19407,14741,17543,16672,17334,20278,17898,23609,19312,25461,20802,32215,11023,28587,8317,17892,6815,15924,5374,13352,2289,9868,223,2447,0,0,0,0,0,0
Dec-19,경원선,1902,도봉,142,2,7391,1278,10001,3237,20949,3813,21477,10758,15322,8960,12608,7873,12290,6979,11124,8206,11609,8931,10913,9866,10799,11722,11270,14337,11642,14720,11390,17738,5163,16769,3721,9933,2927,10151,2278,8445,1042,6175,143,1816,0,0,0,0,0,0
Dec-19,경원선,1903,도봉산,177,4,6490,564,9369,2434,25111,3766,23381,6467,16102,10715,13559,14259,14011,12626,16011,11490,19114,10728,21693,10642,21564,9869,19854,9837,16608,10205,11874,10761,7660,9660,5166,6121,4050,6201,2714,5852,1129,4900,153,2119,0,0,0,0,0,0
Dec-19,경원선,1904,망월사,347,2,7044,1010,12606,3905,28034,4422,27971,17158,20065,15492,16999,13220,16717,10996,17460,10708,16657,12924,16014,12616,16039,15815,15499,18750,16648,21606,13475,24767,7503,26654,5958,17575,5808,14408,4610,12880,2482,10143,390,3394,0,0,0,0,0,0
Dec-19,경원선,1905,회룡,1023,31,14122,1961,25263,6456,60745,7648,51062,12857,35558,11476,29843,11749,28244,14194,26309,16336,23910,17729,19899,21646,19126,25161,19703,31413,18305,37305,15446,42014,9616,47295,7409,30274,6452,24573,5010,21888,2202,15855,227,6643,0,0,0,0,0,0
Dec-19,경원선,1906,의정부,2697,11,11132,1970,22002,9668,46741,14394,45782,37100,31391,43644,28989,35889,32197,40913,36617,45617,38286,49025,41534,46437,47612,43908,54581,50506,56176,55661,55100,62442,38234,60062,36301,38769,28258,30095,23720,24750,12308,17737,959,11176,0,0,0,0,0,0
Dec-19,경원선,1907,가능,328,6,8182,1414,13071,4387,24511,4751,24494,17229,17188,8149,13626,7281,12587,6635,12746,7941,11771,9523,11376,8797,10225,10488,9972,13267,12475,15691,10969,21968,7101,20312,5008,12856,4680,10431,3665,11154,1778,7563,160,2420,0,0,0,0,0,0
Dec-19,경원선,1908,녹양,245,1,5175,723,9779,2636,19565,4100,19296,8788,12928,4608,10347,4170,9251,4123,8760,5590,8579,6748,7739,6329,7510,7682,7178,9785,9079,11125,9568,16489,4729,15407,3354,11163,3035,8447,2173,10170,1065,6627,59,2394,0,0,0,0,0,0
Dec-19,경원선,1909,양주,1400,5,5999,1205,13873,5238,35640,11266,31866,12715,24202,7713,20358,7601,17954,7124,16384,10102,14531,9468,12576,11528,12813,13024,13328,16703,14963,18997,17442,26038,8515,24224,4828,18987,3940,14371,2548,16102,998,10464,48,4121,0,0,0,0,0,0
Dec-19,경원선,1910,덕계,1,0,1985,390,6112,1783,12237,2174,11814,3552,5735,1962,5470,1753,4573,1537,4369,2667,3868,2157,3265,2905,3300,3755,3731,5881,4267,5448,3508,6976,1700,7050,1119,5706,880,3877,624,3431,261,3745,15,934,0,0,0,0,0,0
Dec-19,경원선,1911,덕정,0,0,3799,1343,9089,4642,21847,9462,24950,19559,12956,10235,12130,7271,12298,6842,13080,8971,12949,6980,10188,8822,12449,9095,13508,14036,16008,15511,14459,15943,6970,17889,4563,13212,3903,11467,2734,9043,1522,9722,197,2191,0,0,0,0,0,0
Dec-19,경원선,1912,지행,10,0,4700,211,11124,3227,22795,5828,26937,13345,18906,7624,13236,7063,13696,7560,13909,8748,13359,10659,11129,10880,11799,13295,13004,16063,13635,21457,14468,23220,8232,22946,7146,17036,6482,12004,5341,12699,2732,10945,143,3727,0,0,0,0,0,0
Dec-19,경원선,1913,동두천중앙,8,1,2195,166,5032,2138,9900,4770,11156,10859,8997,5657,6856,5467,7549,6499,8564,5976,8642,6086,7029,6208,7176,6563,7947,6410,7825,8820,8271,8401,3330,8160,2446,5938,1958,4315,1146,4639,551,3362,13,1549,0,0,0,0,0,0
Dec-19,경원선,1914,보산,33,2,1351,49,2506,1181,5195,3031,4657,3032,4469,2057,3375,1570,3733,1758,3744,2257,3885,2407,3458,2716,3225,3038,3365,3246,6195,4840,3510,5197,2169,5757,1543,3859,1152,2848,701,2709,251,1725,3,1155,0,0,0,0,0,0
Dec-19,경원선,1915,동두천,12,0,1031,26,3009,3401,5558,8597,7063,6194,6331,5232,4332,3510,4583,3570,4254,3108,4354,3915,3816,4228,4849,5089,4892,4820,5531,6864,5561,6817,3100,5740,1685,4164,985,3257,647,3400,344,1731,6,1041,0,0,0,0,0,0
Dec-19,경원선,1916,소요산,53,0,868,3,956,1613,5765,2525,7291,3298,6875,2331,7865,8343,7170,8939,7989,11105,9919,9011,11873,7360,13032,5986,9452,5216,7559,6758,4641,4089,2502,2637,1624,1809,1209,1954,474,1614,184,972,6,904,0,0,0,0,0,0
Dec-19,안산선,1751,산본,469,5,9368,2078,22730,6490,61133,14457,58736,33143,34172,25952,29218,21184,28372,24738,29010,29444,28790,32515,28615,31532,32754,34453,34360,37552,36596,48694,38451,69139,27382,64021,21627,39152,22607,32228,19665,28459,8709,21176,1760,9628,11,1089,0,0,0,0
Dec-19,안산선,1752,대야미,0,0,2438,905,7250,3617,17400,4929,20557,8075,12050,4721,8978,4218,8324,4238,7970,5211,8234,5366,7627,5930,7777,7551,8665,9649,10079,10746,11043,14930,5879,12277,4502,9330,3481,9066,2325,8729,1202,5944,446,2191,0,3,0,0,0,0
Dec-19,안산선,1753,반월,3,0,3138,1087,6897,2980,16789,4134,18508,8096,12792,3917,10026,4022,9041,4175,8767,5136,9008,5942,7213,6874,6766,8584,7574,10295,10052,11308,9252,15571,5621,12118,3608,10190,3012,9510,2062,8494,1060,5841,334,2294,0,0,0,0,0,0
Dec-19,안산선,1754,상록수,486,10,16067,3035,35946,9920,81924,16557,83337,27494,49999,19993,38200,17230,34575,17014,34671,19307,32459,23661,27783,24808,28992,29347,31867,37506,36011,48681,31559,76568,20996,69721,16272,46573,14821,43823,10279,38494,5300,27038,1220,13029,0,1,0,0,0,0
Dec-19,안산선,1755,한대앞,137,4,6128,831,14337,4160,29340,7532,27015,17651,17647,15807,14733,11963,14544,9120,15106,11518,14729,11496,13910,11940,14627,13050,17010,16560,19608,21244,18832,30978,10580,25453,8798,18073,8310,13642,7568,14190,3213,9789,562,4557,0,3,0,0,0,0
Dec-19,안산선,1756,중앙,195,13,8672,1009,24234,8062,49728,13950,44077,34761,25749,31094,24691,21593,25416,22197,28455,27067,29818,30502,28786,32005,31428,31469,37313,37039,40332,45952,39740,68096,27418,58748,27413,36949,27358,32182,25818,26778,12143,22005,2424,10868,1,32,0,0,0,0
Dec-19,안산선,1757,고잔,198,4,4587,626,12639,4948,29516,11746,22237,27610,15646,17246,14143,12847,14185,11780,14075,12220,14675,13696,14473,13336,15510,12227,17686,13466,22230,18122,23038,24413,11070,19839,9318,14259,9067,11288,6760,11463,2897,10310,421,5855,2,50,0,0,0,0
Dec-19,안산선,1758,초지,244,23,2919,402,7918,3928,17491,9020,13772,12528,8811,8505,7089,6099,7114,5301,7316,5416,6578,6045,6296,5513,6791,6158,8387,6823,10812,9050,10963,12600,5657,12435,3720,8676,2919,7370,2434,6971,751,5023,195,2721,2,61,0,0,0,0
Dec-19,안산선,1759,안산,1671,4,13246,768,15194,15873,25068,40095,27093,37068,24878,15583,21590,15476,20240,17311,21598,17552,21534,18485,21873,19147,24020,20234,27112,22932,47585,29685,50604,31963,25973,27839,22319,20825,14375,18312,6305,15321,2263,9036,365,4338,3,323,0,0,0,0
Dec-19,안산선,1760,신길온천,11,0,1566,56,3129,1204,7035,3647,6505,2185,3717,1254,3189,1233,2819,1475,2743,1448,2588,1444,2094,2067,2343,2464,2659,3047,3835,3994,3569,5021,1790,4343,1348,3334,840,2700,494,3019,188,2092,48,1106,2,24,0,0,0,0
Dec-19,안산선,1761,정왕,225,5,5524,317,9492,10260,17399,23386,15871,28441,12735,21605,12255,14141,12414,11440,12612,11481,13231,12136,13541,12793,16684,12126,19393,12149,26429,16559,30247,20992,15332,17319,11386,13454,9114,11836,5419,10697,2427,8251,270,3663,2,512,0,0,0,0
Dec-19,안산선,1762,오이도,232,0,6634,105,17745,8339,38470,14067,33598,18377,21745,8705,17619,9493,16540,12473,16943,13146,17237,13995,15188,15196,17178,17228,19073,18834,24032,24854,22100,32580,13962,27801,10379,20059,8578,18983,6837,16968,2631,14191,205,6022,3,683,0,0,0,0
Dec-19,안산선,1763,수리산,11,1,3070,566,8887,1526,20775,3466,19797,6329,11936,3496,8824,4552,8669,3693,7931,3443,6722,3999,5379,4608,5876,5488,5843,6757,6114,8355,6082,11777,3275,11133,2163,7290,1553,6785,1297,6577,637,5424,218,1829,0,10,0,0,0,0
Dec-19,과천선,1450,선바위,2,0,1221,1044,6508,8798,21566,22114,28648,27645,21600,17323,14367,8904,13321,8392,13722,9086,13680,9178,13600,9468,14031,10516,17694,12226,28204,15825,36902,19728,17427,16093,11362,12024,9783,11705,5875,12675,2161,6930,295,2621,0,1,0,0,0,0
Dec-19,과천선,1451,경마공원,1,1,276,557,867,3397,1874,5862,3203,18388,2530,30064,2682,37998,3303,24622,4833,21698,5713,21025,8564,15328,12524,8997,21339,5084,39936,2789,78860,2501,10813,1815,2750,1371,1136,1511,548,1385,240,896,72,394,0,0,0,0,0,0
Dec-19,과천선,1452,대공원,0,0,24,478,174,2753,709,3310,969,11922,1398,28802,2077,19645,8950,8031,15731,6986,8375,7141,7465,5845,10601,4027,11197,2920,12729,1749,10887,1358,4974,799,3846,544,2345,512,401,455,146,324,36,112,0,0,0,0,0,0
Dec-19,과천선,1453,과천,11,7,1477,1204,5705,13622,18514,3877,20102,8208,14002,5451,10358,4546,9847,4265,9813,4792,9338,5467,8617,6435,8703,7829,14342,8933,15217,10184,8945,13995,4189,13107,2873,9276,2254,9547,1549,10027,653,7127,161,2097,2,0,0,0,0,0
Dec-19,과천선,1454,정부과천청사,8,0,1664,2296,5171,14049,17517,24984,17925,73009,17472,27760,16065,20152,17157,17741,16615,14818,21554,14876,26420,14527,24540,16137,26381,15465,37929,19147,58050,25212,17175,20717,15064,11815,16282,10465,12192,10017,3531,6738,432,1973,0,2,0,0,0,0
Dec-19,과천선,1455,인덕원,73,4,8855,2100,26730,12691,83529,30539,81878,105384,52538,41043,42286,26566,39326,25605,41767,25966,41482,28889,35971,32399,39022,35813,45357,44290,58425,57900,86280,89080,35427,77052,29290,44559,29057,46243,22540,45533,9977,33246,1640,13477,0,0,0,0,0,0
Dec-19,과천선,1456,평촌,60,2,4240,2492,19613,8541,62422,28223,54652,82784,31438,36408,24881,19365,23531,18586,25063,19331,24399,22563,23949,21037,26130,21834,29317,27620,43560,35282,63434,52788,29070,50665,22603,27998,21998,25091,19017,24747,7737,16237,1328,8306,0,1,0,0,0,0
Dec-19,과천선,1457,범계,116,18,7730,3276,30414,12073,93463,21736,86229,65580,52927,49728,42088,36261,41666,37525,45205,41660,46467,46971,46199,46289,50445,49545,57572,59163,65005,74680,74221,105212,46953,90713,49383,50594,42832,42469,38645,42057,16930,26667,2808,12837,0,0,0,0,0,0
Dec-19,분당선,1023,선릉,47,2,1416,1247,2177,10389,4504,39791,7231,145160,6905,94879,7828,42160,10282,28983,12192,25446,14690,27967,16020,22720,19973,20942,29317,19271,41759,28886,77074,33039,33721,20574,23238,9974,22694,7699,22622,6911,8038,4869,503,1203,1,0,0,0,0,0
Dec-19,분당선,1024,한티,19,2,1789,869,6553,7660,20779,19332,29404,46442,19944,43240,16385,29023,18994,23525,21477,26807,24461,31908,24347,26068,27865,25986,32718,30148,42459,39725,48282,37767,30797,29075,34423,17450,23130,15133,26657,15223,6355,10307,241,1137,0,0,0,0,0,0
Dec-19,분당선,1025,도곡,37,1,1195,957,3035,5682,8137,14360,14126,29445,11420,22271,10120,10441,11407,11789,11964,9807,13125,11055,13979,10223,15080,10884,17790,12032,22689,14587,27627,15616,13750,12638,9584,8641,9945,8443,6256,7598,2000,5336,102,841,0,0,0,0,0,0
Dec-19,분당선,1026,구룡,9,0,418,363,1150,2033,2647,8276,4737,5586,3790,2656,4032,1658,3814,1543,3516,1750,2936,2408,2754,2305,2999,2487,7882,2851,4988,3241,3576,3561,1793,3044,1043,2039,1024,2044,584,2000,234,1800,13,212,0,0,0,0,0,0
Dec-19,분당선,1027,개포동,2,0,710,399,2946,2778,8350,5497,10842,9345,7036,7524,6323,6706,6499,4384,7644,4908,6844,5504,6668,5625,6820,6282,7929,6899,9305,8069,8654,10907,5286,9088,3704,6087,3827,6121,3103,6054,1123,4542,45,619,0,0,0,0,0,0
Dec-19,분당선,1028,대모산입구,16,0,1871,1056,3855,7769,9244,3946,13165,9033,7970,4909,6220,4109,6035,3572,5855,4096,5775,4209,5138,4616,5569,5713,8448,5589,9754,6609,8546,7992,3777,6700,2654,4864,2014,4885,1332,5077,483,3185,25,601,0,0,0,0,0,0
Dec-19,분당선,1030,수서,91,6,3499,3769,6843,14485,25366,26298,41833,48130,29449,30916,29329,21457,23254,17943,27213,23523,26252,22578,19315,21500,28428,23761,32002,30360,38299,35145,48963,45978,22887,34001,23377,23522,16505,21915,17310,19695,11342,10032,212,1824,0,0,0,0,0,0
Dec-19,분당선,1031,복정,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,3,0,3,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
Dec-19,분당선,1846,수원,933,8,4683,651,8316,3241,25549,7574,32142,12416,18304,9526,11180,7129,11092,8121,11525,10774,12236,10969,12495,10282,14168,10435,17188,14897,21003,17039,23880,24344,18351,21520,16118,11800,14155,9353,12903,8147,6155,5003,156,2354,0,0,0,0,0,0
Dec-19,분당선,1847,서울숲,114,1,2350,500,4825,9725,13913,10719,24393,35122,16628,25247,9446,13631,9447,11514,10729,11847,11780,14681,12291,13708,14266,14239,21089,14550,26891,16977,36898,23051,18185,18186,11627,10242,10672,9384,7509,9754,2527,5767,68,1328,0,0,0,0,0,0
Dec-19,분당선,1848,압구정로데오,127,0,2089,616,3621,9089,5425,20818,9003,71169,8112,96211,9105,49053,13726,37587,17310,34785,20897,35142,26283,32509,33436,32235,40125,32850,55926,41907,83996,53684,63511,35600,53721,14211,39807,9028,34254,7464,15347,4329,680,900,1,0,0,0,0,0
Dec-19,분당선,1849,강남구청,40,1,1278,581,2783,4624,7131,13462,11836,54916,9719,43223,9817,22398,11539,16998,12548,17049,14771,18414,16207,17786,18443,17333,19523,17898,27574,20585,51822,25142,27180,17167,16457,9490,15339,7979,11790,7909,5352,5249,152,1128,0,0,0,0,0,0
Dec-19,분당선,1850,선정릉,15,0,1152,889,2299,4446,4481,11266,8687,52645,7240,44945,6759,18868,8657,13318,10932,11107,11445,11849,13280,11101,13456,10305,16301,10132,23383,12256,45888,14092,25225,9326,13552,5484,13147,4978,9848,4787,3821,3501,180,862,0,1,0,0,0,0
Dec-19,분당선,1851,가천대,14,1,5119,931,6977,4058,17545,6361,27895,27477,17066,28033,12148,21023,14996,11581,15709,18699,15755,15711,18031,14359,22089,13293,22895,14802,25126,17965,18853,25522,11401,22215,9534,16861,8686,17666,7286,19412,4483,14474,258,2375,0,0,0,0,0,0
Dec-19,분당선,1852,태평,157,9,15465,2548,21108,6178,43355,9031,69518,17724,46909,13388,28638,13000,23804,15175,24278,16137,23805,18950,22234,19708,21443,28512,21851,29873,23807,37818,23876,52111,13702,40534,10596,28848,8974,31953,6638,29628,3124,17872,209,2987,0,0,0,0,0,0
Dec-19,분당선,1853,모란,340,9,15090,3067,22388,11628,57382,21638,79089,36654,58117,30391,38990,28496,37215,35293,40640,36679,42405,40237,41291,39262,42206,47941,45779,50179,47438,55516,47663,75326,28263,60725,20802,42991,20476,42797,17363,36291,9417,26302,860,3818,0,1,0,0,0,0
Dec-19,분당선,1854,야탑,270,8,7855,3737,19242,17059,55746,39059,74951,101455,50826,65027,44164,44622,47501,47251,49108,49401,51533,50926,52182,55410,56980,53239,64027,63169,75376,71640,98713,93610,57241,73504,43521,45706,43162,40784,32115,39325,14489,25602,1104,5623,1,0,0,0,0,0
Dec-19,분당선,1855,서현,484,52,5920,3009,12965,11845,35478,38396,47858,90980,36288,76557,33543,54420,36988,48973,42123,49183,45598,55699,50225,53317,58407,55972,64055,56090,82206,67161,105855,80523,66034,64484,64388,35749,55447,31212,46627,26689,21067,18046,1714,2972,0,0,0,0,0,0
Dec-19,분당선,1856,수내,224,3,2891,1997,7081,5699,17791,14964,26218,56576,19254,44364,16647,23925,18380,20135,20657,22988,23559,21545,24954,23803,27785,22175,29589,26315,39277,28501,52808,34689,29754,26010,29977,16743,22311,15227,18659,14013,6001,9140,441,2020,0,0,0,0,0,0
Dec-19,분당선,1857,정자,491,3,3880,1011,10686,13395,29498,22923,39274,67556,28353,51066,22452,27178,22924,21982,23948,21867,25296,22658,26370,23475,28841,25833,32815,30914,45321,39613,62467,57911,36552,46500,28035,29653,30704,25476,28976,25552,13576,16407,2211,5547,0,1,0,0,0,0
Dec-19,분당선,1858,미금,676,9,3822,1021,12354,12748,26992,19307,37752,49220,29399,40876,28467,26659,30995,28446,31700,30043,34125,33140,35425,30705,39518,35769,39606,36155,45244,39691,47494,52565,27322,41804,22461,29223,23834,27164,20371,24675,7344,16982,560,4502,0,0,0,0,0,0
Dec-19,분당선,1859,오리,766,3,3958,631,13949,7635,32523,14156,36844,35570,26805,21855,22591,14880,21663,13307,22078,15766,21566,16609,21213,16917,23768,17208,25161,20916,31165,21934,38734,30136,17779,26774,14324,18383,13873,16069,10546,15915,4243,11399,244,3948,0,0,0,0,0,0
Dec-19,분당선,1860,이매,67,2,2342,857,6144,3504,15217,6500,18302,17187,12791,9361,12115,8793,11926,7545,13446,9074,10915,10019,11750,10006,11335,11730,13475,11967,18241,15378,14984,18178,8301,15094,6388,9921,6296,9331,6048,10434,1216,7055,138,1716,0,0,0,0,0,0
Dec-19,분당선,1861,보정,58,3,1023,154,3243,1379,9532,2428,12130,7153,8213,2683,7297,1680,5698,2030,4722,2421,4302,2654,4065,3131,4402,4912,4909,5592,5908,5915,4200,6793,2022,6345,1561,4627,1384,4681,1161,4071,513,3319,42,958,0,0,0,0,0,0
Dec-19,분당선,1862,죽전,1465,2,4726,933,14844,7780,45491,16808,44716,30247,28879,27307,23083,28830,23444,24795,24154,25605,25054,28731,26021,27993,30558,31484,34526,35070,38476,41903,41294,52129,28291,48175,30965,30978,18644,28387,14143,29257,5223,22534,90,12365,0,0,0,0,0,0
Dec-19,분당선,1863,구성,52,0,2550,460,7110,2747,22204,4566,24357,9006,15673,4532,11794,3893,10183,4555,8455,4730,8088,5663,7146,6973,7535,9212,7658,11927,9427,13427,9443,19220,4326,17626,3513,11467,2994,10790,2038,11579,814,7987,58,1870,0,0,0,0,0,0
Dec-19,분당선,1864,신갈,69,0,2755,338,7887,2101,19415,2541,22924,6965,14612,4142,10728,4481,10035,4108,8925,5553,8717,6820,7928,8246,7771,8944,9317,9738,8585,12537,6378,17055,3098,14842,2212,11426,1998,10019,1497,9532,749,7882,74,1714,0,0,0,0,0,0
Dec-19,분당선,1865,기흥,211,3,5414,712,13740,4060,38283,8614,42816,20140,25461,11900,18742,8967,17476,10052,17034,11797,16821,13583,16129,14295,16437,15853,19169,18582,21251,25612,22793,37615,13720,36625,10602,24868,10306,21095,9158,18967,3652,17101,546,4096,0,0,0,0,0,0
