사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Dec-19,6호선,2627,공덕,103,0,5493,2072,9091,10288,21540,32529,32490,106926,23547,52499,20478,27645,24876,24663,25494,24085,28535,24056,28685,23747,32042,24140,37689,27543,54159,34866,92517,49008,39902,32615,32001,19249,33960,18601,28574,18154,15333,13431,2181,6258,51,523,0,108,0,0
Dec-19,6호선,2628,효창공원앞,5,1,2475,643,4927,3922,15554,7124,27727,24089,15703,16342,10751,10566,11395,9042,11845,8746,12502,10617,11417,9685,11942,10677,14173,12089,17819,14116,23738,19044,12048,14265,7165,9245,6777,9116,5708,9549,2927,6758,446,2809,17,107,0,0,0,0
Dec-19,6호선,2629,삼각지,6,0,1570,996,3189,5812,7036,12518,11244,27076,8732,19288,8616,10708,16761,8194,13903,8575,12920,8243,13260,7550,14055,8150,16534,9308,22464,12892,28748,14935,13374,9446,11509,6542,12926,6946,9861,8236,5608,6327,958,1798,24,55,0,0,0,0
Dec-19,6호선,2630,녹사평(용산구청),21,0,1653,471,2403,5335,5088,8723,9889,16797,7831,8814,7007,7899,7458,8513,7745,10726,8964,10948,9693,11825,10840,11294,14640,13906,17611,16698,20155,21604,13231,15493,11411,9152,13612,7069,13968,6615,7708,4643,951,1591,32,72,0,0,0,0
Dec-19,6호선,2631,이태원,4,0,21076,1460,15570,7367,15112,11310,18975,27712,15643,25664,14434,20911,16605,22538,19157,27119,21530,30550,25180,29254,27538,33127,31972,40089,38559,54050,45152,69817,37242,60364,34538,40890,42819,35658,48698,32171,37270,28996,6706,11333,432,830,0,36,0,0
Dec-19,6호선,2632,한강진,25,0,1068,584,1649,11015,3439,17811,5119,36161,4780,28051,3619,17276,5061,16253,6596,17359,7818,22226,9959,16423,14028,17922,26907,20659,29467,27603,35723,31710,25694,21801,21006,6487,31812,4434,31700,3666,7838,2764,887,2576,20,23,0,25,0,0
Dec-19,6호선,2633,버티고개,2,0,895,331,1919,1352,5328,2689,8962,5554,6389,3462,4346,2730,4292,2581,4244,2648,3931,3347,3559,3482,4088,4065,4173,4569,5713,5351,6767,7279,3848,6138,2600,4138,2188,4028,1896,3989,1007,3245,190,1045,5,31,0,0,0,0
Dec-19,6호선,2634,약수,3,0,1412,257,1828,2181,4692,5376,8021,19583,5942,10431,5061,6772,5387,5973,6612,6027,7433,6227,7116,6620,7339,6395,8356,7329,10441,8442,13761,10448,8066,6934,6330,4290,6235,3734,4982,3763,2822,2417,535,838,15,21,0,0,0,0
Dec-19,6호선,2635,청구,1,0,1396,570,2976,2495,7145,5943,10961,24326,7140,13545,5252,5880,6114,4564,5531,4750,5469,5513,5749,5236,5788,5754,6762,6553,8333,7200,13600,9346,8850,6546,5422,4508,4907,4262,3366,4557,1764,2951,340,1108,9,45,0,0,0,0
Dec-19,6호선,2636,신당,94,0,9902,1498,7308,6667,8124,15450,12548,43207,11913,26084,11100,16107,13122,12650,15224,12730,13252,15776,14885,13814,17393,11112,22326,11738,25206,15691,32859,20899,18536,25783,15496,14306,16084,9767,19086,9189,11343,13138,1562,2761,30,110,0,15,0,0
Dec-19,6호선,2637,동묘앞,125,2,4857,985,5411,4464,9446,10222,13621,28101,13076,24798,12647,17928,14644,19476,19708,20082,20302,21826,23568,21742,26775,20264,29115,18623,29236,17799,29911,18424,16007,14717,11033,10333,9121,10342,6961,10908,3591,10950,605,3277,43,178,0,8,0,0
Dec-19,6호선,2638,창신,15,0,2432,465,4971,1999,14977,6177,19672,6777,9775,4274,6234,3830,5615,3175,6121,3721,5646,4013,4868,4213,5227,4476,6783,5649,5989,6311,5612,8940,3535,8074,2893,5535,2145,5514,1573,6258,764,4031,175,1429,5,35,0,0,0,0
Dec-19,6호선,2639,보문,11,0,3548,1232,6912,3135,20149,8101,34794,19419,19141,11054,12316,8868,11629,7764,12836,8837,12925,9333,11598,9490,11518,10434,13507,11956,15604,14807,18933,22335,10365,18833,7288,12808,6814,12257,5940,14405,4184,10088,767,3779,13,90,0,11,0,0
Dec-19,6호선,2640,안암(고대병원앞),24,0,2345,1323,3262,7541,8672,17987,13059,46712,12615,39168,15246,35473,18542,25755,20765,23389,21823,29874,23271,20919,31056,22474,39290,21055,47841,22814,41675,29027,28569,21866,24627,14289,30171,14012,28314,14172,17326,11606,3174,4973,11,520,0,52,0,0
Dec-19,6호선,2641,고려대(종암),32,1,3366,897,6619,5240,21024,11582,30511,33648,17368,17115,13381,17002,13804,13125,15435,13478,16637,15556,15065,13143,17488,14252,22372,15844,27391,18306,26799,25160,14050,21427,10984,13510,12839,14022,12256,14404,6599,12115,1172,3654,15,197,0,26,0,0
Dec-19,6호선,2642,월곡(동덕여대),17,0,6480,986,12132,4424,41286,7415,51285,27397,28023,19224,20694,17986,20097,16218,21102,16945,20923,17884,20611,19591,21102,20499,24527,25961,25266,29341,29944,42291,16870,37627,13724,22307,11899,20956,11765,21271,5123,15438,734,4470,9,143,0,17,0,0
Dec-19,6호선,2643,상월곡(한국과학기술연구원),15,1,4549,617,8095,2701,24779,3433,29535,15646,17102,9747,12041,9346,11272,7873,11704,7585,11552,8535,10151,8477,9950,9494,11808,11874,11959,13468,12474,19866,7220,18147,4453,11451,6440,10464,3434,11639,1575,8102,405,2767,1,82,0,12,0,0
Dec-19,6호선,2644,돌곶이,10,0,6013,949,12127,4251,32492,6291,40787,16997,22455,12284,15890,9170,14658,9830,14906,10876,15401,12658,13845,12092,14555,14705,14960,17867,16816,21715,16604,29697,11346,26281,7076,16163,6424,14156,5177,15416,2821,10531,592,3932,15,94,0,9,0,0
Dec-19,6호선,2645,석계,888,2,8274,2316,19090,6026,51666,8011,62847,14170,35345,11784,25213,11520,22180,12594,22416,15836,22003,16594,19373,19183,19289,22720,20936,29456,21464,36545,19543,52019,13779,50125,10515,30888,9109,28683,8337,28013,5436,20953,1077,6998,14,171,1,15,0,0
Dec-19,6호선,2646,태릉입구,25,0,4272,816,7167,3506,18666,4546,23507,10218,12454,9233,9149,7713,9251,9629,9776,8351,10113,8681,9306,10016,9344,10319,10635,12692,10689,15894,10604,24179,6995,20540,5524,12735,4827,12818,3965,13090,2333,10385,489,5407,8,149,1,37,0,0
Dec-19,6호선,2647,화랑대(서울여대입구),3,0,5871,845,19599,3477,65278,7521,65140,14803,33784,10799,23317,8862,21497,9643,21253,10324,19509,10998,17608,12307,18856,13612,22257,17991,22333,23253,19729,38603,10164,35667,7112,21654,5742,20059,4630,22981,2412,16399,256,5703,12,276,0,13,0,0
Dec-19,6호선,2648,봉화산(서울의료원),22,1,5384,1195,15745,3916,54273,6609,51140,13343,24722,7797,18670,7580,16421,7762,16336,9929,15557,11769,13484,12431,13051,14925,14662,17795,16585,23143,14830,33763,7740,33456,5810,20643,5020,18719,4259,20773,1919,13861,264,4876,4,689,0,25,0,0
Dec-19,6호선,2649,신내,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec-19,7호선,2711,장암,1,0,1303,99,6291,1346,18769,1281,11677,1584,5070,1670,3145,1631,2366,1361,2545,1505,2636,1135,2608,1116,3024,1234,3403,1234,4141,1746,3275,2855,1954,2957,1137,1675,913,1121,593,971,296,1018,37,350,1,15,0,0,0,0
Dec-19,7호선,2712,도봉산,41,0,4435,675,16137,5534,56063,6644,42667,13724,23847,15881,15572,16979,13649,12861,14242,12354,13938,13135,13209,13528,14230,15106,16189,17850,15512,21960,11825,33539,6065,40988,4019,26689,3168,24297,2553,24768,1029,19965,196,7899,1,1335,0,36,0,0
Dec-19,7호선,2713,수락산,33,1,9099,673,20495,5592,53360,8300,52104,17592,33439,17557,24986,16797,22727,17009,23470,17893,24069,17029,23379,18215,22524,21092,23485,26441,23999,31532,22821,43103,14587,47103,9845,30143,8705,25833,6425,26083,3276,19337,421,8135,9,286,0,18,0,0
Dec-19,7호선,2714,마들,28,0,9172,1695,20924,4616,62755,7739,59291,11203,33150,10242,24964,9907,21751,10920,22847,13308,19453,14379,17174,16668,16640,19667,18183,23765,17181,28738,13854,39087,8527,43861,6025,27340,4588,24173,3902,24334,1806,17783,274,6773,12,184,0,13,0,0
Dec-19,7호선,2715,노원,34,2,8544,2230,14756,7508,38789,14106,40999,45887,29576,48537,31475,38918,34629,35963,38620,39606,40733,45676,42106,46510,48254,48483,52779,49528,51958,55655,53774,68875,36767,61358,36445,31909,28563,25849,28437,22838,13288,17424,2486,6830,43,299,0,32,0,0
Dec-19,7호선,2716,중계,25,0,8699,2161,22609,6206,66848,16551,70845,30204,39750,20342,30302,16016,27705,17045,27414,16989,26526,19728,24509,19055,24553,21913,27417,25550,27011,32589,22090,48517,12636,48574,9727,29956,11836,28450,9468,27669,5121,19549,1080,6816,133,111,2,28,0,0
Dec-19,7호선,2717,하계,8,0,7561,1529,22837,6432,74975,16944,80262,29373,46972,25344,35363,20560,34367,21487,35667,26089,33203,30098,32701,28544,35185,31828,39519,35870,38671,42949,33682,61370,20125,63455,16297,37418,15096,34498,12874,33773,5072,25168,910,8740,13,158,1,23,0,0
Dec-19,7호선,2718,공릉(서울과학기술대),45,0,6084,1476,13587,5548,39034,11684,46565,28148,27425,18607,21952,15058,21414,13602,21824,16689,22300,18384,20836,17771,22313,20182,25669,24553,27191,29614,27583,41657,16489,41514,13863,24921,12646,22285,10865,21862,6349,17236,1265,6700,20,167,0,9,0,0
Dec-19,7호선,2719,태릉입구,110,0,6717,1525,7367,5533,21167,9038,26582,21381,17897,15939,14147,11875,13861,13360,15072,11271,15851,12452,15861,12729,18281,12881,20207,15342,22320,17940,23653,22875,14081,21932,9935,14377,9684,13638,8142,14260,4004,9934,771,4804,13,1513,1,52,0,0
Dec-19,7호선,2720,먹골,29,0,7342,653,12862,3326,39101,4910,49210,15161,28334,11711,19058,10454,17005,10711,18123,13445,17831,14288,16586,14834,16426,17842,17889,22508,18522,27686,18960,37612,11814,38061,8654,21916,8358,21041,6256,20422,3016,14625,692,4661,7,178,0,0,0,0
Dec-19,7호선,2721,중화,10,0,8530,960,14771,4444,38735,8738,53197,24456,30440,13068,20229,11358,17998,11296,19428,12767,18583,13864,16771,15488,17012,18417,18657,22181,21370,27487,22392,38359,13889,38292,9580,23185,9077,22325,7157,22714,3700,15382,696,5219,26,111,0,0,0,0
Dec-19,7호선,2722,상봉(시외버스터미널),326,7,10730,1757,18557,8495,53027,14398,73976,35887,39454,23231,25900,17880,23653,19880,25883,22652,26662,23657,26462,24942,27287,27543,31605,32420,38783,41493,40803,60304,28329,58888,21646,32985,21578,30138,17219,29218,9034,21535,1670,9803,23,190,0,0,0,0
Dec-19,7호선,2723,면목,19,0,11763,1291,23109,5805,59800,8950,80500,26317,44221,18251,28777,15999,25162,15823,25553,19277,25678,20668,23741,21329,23418,26561,25607,33523,26391,39341,25538,54895,19155,54616,12527,33016,10252,30706,7926,29975,3849,21013,631,7434,12,144,0,0,0,0
Dec-19,7호선,2724,사가정,47,1,10377,1675,20136,9522,52386,12133,69412,27052,42437,16991,28841,16893,25332,17852,27114,20028,26473,20598,24698,22769,24017,28577,27183,33551,31143,41366,29817,58547,20812,54878,15210,32966,13493,30219,10730,29582,5600,19196,1016,7174,46,125,0,0,0,0
Dec-19,7호선,2725,용마산,1,0,5064,676,10053,3291,24948,3871,33892,9582,19552,6816,11757,5987,10338,5531,10206,6599,8851,7191,8001,7481,7990,9836,9170,11700,9710,13472,8875,20606,5961,19860,3581,12984,2825,12380,2025,13326,1101,8578,278,3310,5,66,0,0,0,0
Dec-19,7호선,2726,중곡,5,0,5657,587,11991,6354,32466,10610,51590,20465,30191,12294,19206,10419,18187,10106,18228,11582,17302,12415,15245,13103,15571,16140,20616,18611,19831,22809,17198,32394,11482,30665,7643,18924,6249,18514,4880,18256,2463,12523,542,3803,50,65,0,0,0,0
Dec-19,7호선,2727,군자(능동),34,3,8931,748,13493,7198,35205,8747,61618,27243,40165,19016,23143,13060,20571,12324,21649,13337,22954,15065,21590,16138,22001,20438,25999,22610,30044,28689,37712,41367,23859,35984,18711,22075,18213,20742,16754,19428,8605,13784,1662,4908,74,138,0,3,0,0
Dec-19,7호선,2728,어린이대공원(세종대),5,0,3935,1252,7182,10574,17469,15900,32964,57073,23375,39726,15564,42305,21737,29785,20602,26195,27752,30817,27422,26396,30822,23606,38399,23664,47390,27310,44851,34755,25790,26234,23204,16180,26760,15757,28078,16439,14542,12417,2790,4577,27,220,0,1,0,0
Dec-19,7호선,2729,건대입구,39,1,4703,1023,4914,8297,12977,19990,22117,44672,17927,38530,15961,31719,21152,29783,22902,32929,25022,35206,28939,33502,35510,33572,40735,34404,49231,40813,47940,58329,37017,41687,39335,21535,37835,17434,34357,15337,19130,9417,3357,5398,34,528,0,14,0,0
Dec-19,7호선,2730,뚝섬유원지,9,1,4413,533,8368,3829,20695,5552,32661,13500,22014,9093,13107,7061,11125,7991,11165,9016,11367,10450,10803,11108,11329,13183,12874,14748,14288,18403,13694,25863,8629,19603,7116,12758,6692,13176,4823,13032,2280,8186,608,2381,17,56,0,0,0,0
Dec-19,7호선,2731,청담,27,0,3017,4228,7244,27320,12323,58624,18656,161541,15917,105077,14946,43754,19076,32152,22200,27120,23813,28969,27446,26556,37559,24932,44005,25383,64645,29249,111834,30894,65021,20964,39171,13816,37599,12757,31226,10153,10785,6795,1834,4398,48,52,0,5,0,0
Dec-19,7호선,2732,강남구청,20,0,1889,1738,4219,11364,7522,29831,10727,109981,9823,98568,10292,39053,12515,26809,15555,23799,19001,24747,23227,21960,29293,20764,30613,20090,42550,22405,85084,24514,53062,17037,34120,10638,34717,8898,29152,6973,13290,5262,2611,2741,15,54,0,3,0,0
Dec-19,7호선,2733,학동,10,0,3488,1926,5712,21000,9225,47585,13681,187535,12334,139175,12078,50579,15897,32888,20007,28257,24434,30391,30362,26781,37125,23130,44547,23774,64539,26801,159256,27849,77756,17585,41832,11329,41709,9512,33351,7940,14639,6159,2581,2473,35,41,0,3,0,0
Dec-19,7호선,2734,논현,25,0,4129,1440,5675,15571,9304,43340,16767,123571,15929,103822,13875,42912,15961,27488,18771,26260,21703,29318,24725,26870,30374,25504,35282,28696,54248,35030,104141,48005,63015,31492,40853,16270,45042,12963,44163,10785,26005,7105,5385,2936,34,47,0,1,0,0
Dec-19,7호선,2735,반포,5,0,1144,664,3439,6621,9355,12354,14565,23845,10160,20070,7725,10965,7586,11995,9043,13220,10160,11826,10939,10703,13538,10485,17153,11240,18790,12022,21420,14209,13883,9587,11234,6261,12774,5818,10723,5837,3261,3587,521,1170,16,21,0,3,0,0
Dec-19,7호선,2736,고속터미널,34,2,1813,2848,3258,21917,10935,37412,22054,61182,28323,48706,30219,37794,34786,38822,37653,35105,39666,37762,39944,36080,47150,30819,52715,31851,66184,33712,68670,38354,50758,24088,49026,13382,45946,11885,35076,7497,13121,5070,1439,1351,7,42,0,2,0,0
Dec-19,7호선,2737,내방,6,0,2423,1656,7010,10871,17652,21510,30458,83395,22104,46564,16705,22817,17695,17722,19124,17502,21419,20200,21426,19571,23430,19950,27856,21442,38825,25265,70824,33552,27680,24393,19671,15154,20942,13909,16628,12841,6831,8522,1171,3897,12,472,1,6,0,0
Dec-19,7호선,2738,이수,41,1,5917,1361,9667,9573,26790,14031,49401,45465,31440,34857,22947,24657,22757,22843,24439,23559,27808,26043,28491,26719,30536,28825,33782,33602,38069,43051,49707,64830,29747,46495,28821,25989,32316,23083,30757,20559,18513,13343,3606,4376,69,214,0,0,0,0
Dec-19,7호선,2739,남성,10,0,6269,755,11879,4963,39139,6319,62764,16373,35628,13179,21944,12369,20046,12000,18772,13923,19350,15211,17518,15474,17140,19279,17497,22056,19155,27133,18335,41939,11397,34382,9462,21921,9169,21939,7320,20469,3755,13998,830,4733,13,145,0,0,0,0
Dec-19,7호선,2740,숭실대입구(살피재),54,0,6148,1106,12336,5245,39238,8631,60281,27764,35009,24914,24069,25907,22754,21501,22909,18657,24342,24367,23440,23644,23238,23561,30269,27818,34189,32652,27285,50607,17940,41707,16380,25818,18314,25487,15669,25426,8998,18338,1774,6109,32,135,0,0,0,0
Dec-19,7호선,2741,상도,0,0,4599,3357,11091,8673,32208,8252,47990,24966,29376,18600,19731,18642,18869,15711,18943,16115,19120,16674,18871,17878,19511,18075,25935,20465,26342,25511,24507,39894,13831,30953,11614,20179,12960,19741,11340,19409,6903,14379,1395,4769,13,100,0,0,0,0
Dec-19,7호선,2742,장승배기,13,0,6951,1040,12153,4361,31293,8227,50276,19994,31559,14583,20169,12207,18545,13235,18136,15611,18409,16131,16804,16024,17092,19590,17952,21882,19426,25808,20626,37807,11805,30601,9409,19345,9632,19488,9356,18413,3674,12347,695,4953,34,55,0,0,0,0
Dec-19,7호선,2743,신대방삼거리,24,0,10016,1678,17895,7417,51700,13652,87561,37191,48339,22475,29278,17315,27125,16546,27687,18234,26051,20983,24502,22234,24832,25914,27763,29482,29297,36513,35261,60966,18944,51625,15244,32240,12997,31516,11241,30004,5727,21007,943,7549,27,138,0,0,0,0
Dec-19,7호선,2744,보라매,26,1,5982,2084,7170,7745,20185,18581,33037,46437,20248,18852,13557,11536,13478,10998,16747,13749,14980,14983,15141,12300,16324,12799,23326,14942,22793,19426,35450,28726,14289,22519,11020,13311,10149,13629,8643,12561,3485,8798,589,3238,12,134,0,0,0,0
Dec-19,7호선,2745,신풍,47,0,10889,1763,14676,8940,36897,12039,52121,23608,31511,15763,19443,13999,17669,13758,19365,13329,19385,14569,17590,14821,17560,18240,20613,21163,23745,29380,23764,40646,13663,31180,10192,19941,9471,21290,7469,20320,3309,12744,605,4052,49,806,0,12,0,0
Dec-19,7호선,2746,대림(구로구청),76,2,12736,1072,9985,4460,15984,7443,24983,20005,19477,16033,14579,19891,14552,25369,16874,19462,18862,18928,20179,17812,21607,19411,24235,20954,25884,29112,26086,31938,17237,21908,14405,14328,12479,17266,9876,15071,6092,8319,760,2016,24,50,2,8,0,0
Dec-19,7호선,2747,남구로,17,0,22739,1998,17908,7158,32665,25249,40794,106934,29063,49293,20048,22659,17618,20476,18212,18447,19040,19314,18699,18468,20635,21423,23929,25317,37723,44327,79853,39732,38680,27727,22386,18818,16835,21611,11559,21153,5803,12080,801,3356,31,40,0,1,0,0
Dec-19,7호선,2748,가산디지털단지,582,0,8548,5462,8964,21569,20338,94871,24351,399553,19935,213888,18994,60050,24168,43772,32225,42656,39717,44254,45616,40957,57812,38850,74201,35777,166072,38648,316702,41501,142042,30326,80170,16622,74661,14044,40424,13178,17917,9415,2178,3534,13,49,0,10,0,0
Dec-19,7호선,2749,철산,5,0,11008,4295,28109,10515,91137,15568,104740,34263,55716,29420,38602,23545,35653,24361,36918,28176,35547,31648,32942,33808,34289,39203,39216,47092,44411,65517,45965,102224,27600,92266,24898,51616,26127,45987,23385,44163,11140,31158,1858,10117,24,131,0,19,0,0
Dec-19,7호선,2750,광명사거리,140,1,24055,5164,34595,13717,92506,17414,118435,30421,65123,26640,43507,25149,39324,29113,41867,33554,41449,35751,38637,37979,39521,45081,42539,53050,46790,65094,41876,99535,28910,84927,22401,49387,18812,47278,13740,43250,6550,29643,1025,8461,50,197,0,26,0,0
Dec-19,7호선,2751,천왕,21,1,6983,1055,14161,4819,44699,6956,56904,14163,30487,8080,18356,7073,15425,7914,15547,10331,14947,11305,13394,12268,13585,14775,15716,17738,15615,22374,14817,36627,9025,35061,5875,20727,4658,19354,3874,18139,1605,12308,278,4288,10,309,0,13,0,0
Dec-19,7호선,2752,온수(성공회대입구),84,3,8128,1153,15709,4816,49077,13116,62034,21173,28028,15284,16494,8692,14947,8240,15786,9936,15083,11637,13280,12120,14096,13916,17680,17094,19253,23393,16659,40597,8298,37040,6481,21902,5918,20632,4508,18806,2497,13234,579,7223,7,1185,0,51,0,0
Dec-19,7호선,2753,까치울,3,0,3468,805,9873,3828,30941,5301,41308,10903,21040,5896,12375,5511,11568,7135,11329,8736,11585,9128,10519,8785,10835,10502,12229,14179,12510,19316,12443,29465,7769,26233,6190,16686,5317,15876,3878,15214,1598,9429,145,2467,3,35,0,0,0,0
Dec-19,7호선,2754,부천종합운동장,21,0,3340,1013,6774,3047,19695,5643,24709,11904,12221,5040,7483,4004,6690,3445,7052,3644,6338,4802,5604,4679,6120,5496,7090,6702,9649,8864,12142,13853,5331,12430,3641,8128,2975,7289,1883,7153,829,5242,155,2023,4,24,0,1,0,0
Dec-19,7호선,2755,춘의,0,0,4771,1196,9502,5521,24804,25992,26757,53788,15938,17748,11255,8515,10285,7388,11162,7479,11015,9024,10509,8541,11050,9868,13499,11334,27250,14306,43780,20778,17010,19140,11272,12615,9172,12276,5328,11094,2182,8031,300,2928,5,31,0,0,0,0
Dec-19,7호선,2756,신중동,17,0,5772,1712,16490,5659,48229,13834,47932,45834,26077,30593,20719,18121,20541,17051,22162,18718,22823,20469,22033,20271,24769,22438,26741,26620,33572,33460,46473,52047,22639,48345,24158,26639,16773,22081,14811,21020,7518,16672,1163,6171,29,44,0,11,0,0
Dec-19,7호선,2757,부천시청,18,2,5198,2309,15312,7035,43517,14115,42740,29643,22036,21144,17042,14191,17031,15146,18512,17811,19019,20054,18916,20748,21780,21968,25865,25256,29698,29578,31225,48442,21407,43460,22271,23979,18119,19116,14286,16797,5941,13909,956,4772,9,95,0,8,0,0
Dec-19,7호선,2758,상동,7,0,4923,1970,15436,6282,43965,11839,41229,30183,22331,29979,18047,21126,18597,21959,21359,24370,23246,25970,24201,25820,26524,26329,30207,29588,34020,36535,36775,56114,24444,46226,22153,26362,24264,21061,21968,18924,9647,15386,1655,5061,16,303,0,7,0,0
Dec-19,7호선,2759,삼산체육관,6,0,2643,371,9759,1506,25634,3055,25726,8294,13370,5141,9109,4968,9897,4264,9771,6138,8739,6746,8292,7500,8815,7888,9379,9953,9422,12779,7786,18775,4307,17123,3165,11032,3424,10015,2183,9505,986,7615,209,2807,3,528,0,6,0,0
Dec-19,7호선,2760,굴포천,4,0,6837,523,15142,3480,38569,5407,40595,12434,23398,10749,15649,8639,14751,8603,15347,10887,14712,12428,13603,12887,13458,15086,14670,18882,16554,25964,17315,40012,9869,40671,8092,23583,8148,20368,6755,20017,3830,13614,533,4743,10,951,0,12,0,0
Dec-19,7호선,2761,부평구청,43,0,8480,1034,21977,5814,67564,12073,56824,14172,29950,7750,19420,7077,17469,7634,18987,8334,16338,10014,14016,11808,14339,13261,16261,16277,21709,22291,19026,35102,11216,40086,7933,25440,7201,21816,5647,21018,2388,15659,344,5993,15,1905,0,19,0,0
Dec-19,8호선,2811,암사,5,0,13631,918,23858,6729,80142,8501,111183,19226,57371,14961,34162,12577,29317,14665,29745,18080,28302,20381,25103,22712,24106,29999,25955,34927,28397,45006,27766,70449,16681,58777,11594,37601,10226,35999,7427,34958,3280,23932,704,6511,17,1329,0,55,0,0
Dec-19,8호선,2812,천호(풍납토성),70,1,10937,1738,17881,11133,47433,17959,69798,33107,42749,32332,26651,23667,26003,26027,28250,27680,29091,32188,28139,33161,29665,38933,32815,43438,39520,57848,45265,82889,28571,65241,24257,37046,19483,35335,17144,32156,8263,20662,1843,7369,78,536,1,15,0,0
Dec-19,8호선,2813,강동구청,19,0,4794,911,10241,5557,31076,13391,46258,35693,26888,17917,18447,13092,16926,11475,17773,13651,18623,14869,17112,16477,17078,17938,19076,22196,22991,25546,31279,37740,13047,30534,9686,19066,8929,18283,6392,18346,2601,10316,441,4139,18,66,0,0,0,0
Dec-19,8호선,2814,몽촌토성(평화의문),5,0,1664,1078,3047,4356,8576,8714,14384,26639,9710,16305,7705,9636,7843,9473,8414,8799,9079,8850,9456,8391,10295,8645,11727,10261,14885,12301,22674,15561,10619,11121,8436,7440,8214,6733,5958,6969,3198,3812,548,1395,32,47,0,0,0,0
Dec-19,8호선,2815,잠실(송파구청),8,0,1520,2041,4062,9496,8813,28046,13373,80666,11520,51496,10947,32895,14747,41247,18248,39595,23764,43773,30780,39642,38479,40969,44636,40885,57024,44821,75406,53707,48555,32863,45931,16129,42957,11998,37968,9711,13401,5555,3389,1901,100,177,0,0,0,0
Dec-19,8호선,2816,석촌,1,0,2851,601,5420,3700,17075,7381,27441,23247,16471,18645,12021,13492,12461,12660,13491,14515,14303,15580,13601,16031,14397,16455,15607,19466,18762,21901,22083,32383,12341,23891,9912,14997,11159,14538,9337,12938,4177,9245,943,3226,24,240,0,0,0,0
Dec-19,8호선,2817,송파,2,0,3129,816,10227,3868,32239,13183,43443,20067,25717,11519,19058,9220,17552,8518,19003,10996,16329,12485,14987,15034,16601,16657,19242,19616,19240,22049,20801,31877,10800,27221,7567,17518,6240,18848,4439,16803,1913,12964,317,3435,7,360,0,0,0,0
Dec-19,8호선,2818,가락시장,13,0,2513,2077,4939,6466,10466,12609,14712,39529,11159,19455,10905,13849,12225,14442,12293,14975,14267,14429,15774,14324,17710,16070,18213,17433,21259,23565,30668,30965,15550,21296,14643,12902,16253,10667,13939,9580,7258,6468,1320,3241,15,694,2,60,0,0
Dec-19,8호선,2819,문정,9,0,2615,2356,6447,10437,23550,31997,34450,164575,22470,76520,18968,28078,19673,23950,22219,19923,26185,24923,29434,22325,31928,23780,34752,23466,58973,28514,124972,35726,45618,28945,29767,17606,27744,15530,18889,16183,8484,9309,1204,3493,13,75,0,0,0,0
Dec-19,8호선,2820,장지,2,0,5476,1770,16841,9281,50275,19303,64397,54060,37728,37908,25528,24657,25022,26500,27202,28974,28750,29850,27465,30743,32561,33292,40642,34182,45784,40143,61263,59247,33860,44404,27256,26526,29625,25644,20669,25085,6486,15848,1171,5805,14,152,1,1,0,0
Dec-19,8호선,2821,복정,6,0,3711,1967,11075,8857,32460,11764,45956,21124,27684,14795,18226,11706,16235,9771,17476,12449,16599,11494,18299,13031,18525,13969,21557,17559,26353,21932,30413,33615,16936,28786,11634,19134,9363,17764,8308,16881,3359,8881,771,2073,20,55,0,0,0,0
Dec-19,8호선,2822,산성,35,0,4806,1055,7926,6847,19497,4653,27695,8459,15868,5574,10273,5653,9131,4960,9181,5576,9368,6056,8267,6904,8596,9046,11526,10924,12793,12934,9048,19378,4508,16784,3221,12176,2326,12641,1618,11791,876,6990,222,2293,6,93,0,0,0,0
Dec-19,8호선,2823,남한산성입구(성남법원.검찰청),49,2,10030,1499,20179,5364,50673,11558,72562,27702,39239,24680,25296,15658,23921,12128,24415,14741,22647,17571,21446,16364,22087,20611,24200,24467,26017,28015,26319,45100,13123,38835,8985,25089,6938,25995,5371,26827,2500,16729,504,5777,3,107,0,0,0,0
Dec-19,8호선,2824,단대오거리,14,0,8863,1640,14985,5570,37030,11093,48630,21499,27461,11283,19157,9325,18319,8912,18826,11465,18574,11777,16703,13903,17024,16770,18588,22329,20327,24714,24745,38180,12480,32325,8256,22315,6630,19941,5461,20057,2421,13978,523,4144,15,356,0,0,0,0
